0.722,0.482
0.981,0.801
0.475,0.854
0.692,0.322
0.526,0.035
0.037,0.564
0.603,0.725
0.098,0.168
0.415,0.104
0.133,0.727
0.632,0.176
0.696,0.353
0.241,0.716
0.761,0.605
0.985,0.549
0.617,0.140
0.389,0.762
0.753,0.348
0.425,0.310
0.068,0.150
0.982,0.778
0.161,0.638
0.459,0.933
0.379,0.371
0.421,0.019
0.024,0.071
0.213,0.474
0.074,0.713
0.724,0.031
0.464,0.592
0.541,0.965
0.256,0.272
0.344,0.936
0.375,0.170
0.097,0.800
0.625,0.616
0.174,0.386
0.592,0.702
0.853,0.174
0.219,0.004
0.392,0.636
0.645,0.871
0.419,0.936
0.741,0.161
0.723,0.266
0.222,0.290
0.006,0.723
0.161,0.999
0.216,0.412
0.849,0.057
0.098,0.871
0.928,0.493
0.562,0.825
0.178,0.565
0.340,0.650
0.117,0.853
0.073,0.522
0.128,0.731
0.443,0.539
0.661,0.394
0.353,0.722
0.044,0.820
0.088,0.586
0.183,0.764
0.420,0.559
0.423,0.121
0.674,0.537
0.426,0.558
0.728,0.135
0.490,0.407
0.106,0.353
0.345,0.385
0.689,0.441
0.113,0.097
0.011,0.941
0.842,0.679
0.298,0.586
0.197,0.283
0.618,0.494
0.698,0.115
0.036,0.416
0.367,0.670
0.747,0.608
0.521,0.250
0.743,0.295
0.428,0.433
0.341,0.943
0.532,0.594
0.597,0.089
0.972,0.408
0.448,0.032
0.738,0.193
0.678,0.782
0.153,0.344
0.776,0.882
0.657,0.866
0.047,0.042
0.990,0.408
0.521,0.036
0.966,0.050
0.207,0.854
0.047,0.366
0.981,0.030
0.633,0.872
0.377,0.382
0.001,0.787
0.403,0.058
0.351,0.669
0.409,0.769
0.232,0.040
0.380,0.268
0.837,0.008
0.977,0.196
0.918,0.874
0.540,0.641
0.446,0.415
0.961,0.136
0.419,0.727
0.352,0.238
0.571,0.086
0.051,0.011
0.620,0.915
0.270,0.443
0.504,0.900
0.401,0.294
0.911,0.004
0.442,0.681
0.759,0.196
0.759,0.456
0.552,0.288
0.090,0.420
0.256,0.970
0.855,0.660
0.711,0.339
0.333,0.323
0.080,0.816
0.290,0.811
0.395,0.491
0.162,0.192
0.737,0.452
0.565,0.996
0.798,0.652
0.653,0.690
0.677,0.774
0.701,0.939
0.222,0.410
0.624,0.324
0.239,0.984
0.460,0.020
0.555,0.665
0.264,0.437
0.541,0.659
0.004,0.650
0.327,0.103
0.915,0.928
0.382,0.819
0.903,0.399
0.621,0.847
0.135,0.893
0.853,0.884
0.544,0.895
0.443,0.531
0.452,0.770
0.906,0.569
0.853,0.049
0.212,0.655
0.307,0.737
0.178,0.913
0.331,0.839
0.039,0.957
0.511,0.127
0.474,0.876
0.005,0.973
0.370,0.584
0.484,0.070
0.455,0.293
0.180,0.170
0.135,0.371
0.194,0.659
0.054,0.468
0.434,0.382
0.397,0.726
0.342,0.809
0.542,0.330
0.496,0.523
0.587,0.254
0.954,0.186
0.830,0.268
0.596,0.569
0.780,0.327
0.377,0.664
0.954,0.273
0.428,0.114
0.928,0.038
0.642,0.248
0.943,0.265
0.742,0.364
0.995,0.479
0.182,0.960
0.746,0.996
0.792,0.749
0.115,0.331
0.225,0.098
0.494,0.649
0.376,0.343
0.311,0.818
0.457,0.646
0.990,0.878
0.622,0.820
0.498,0.780
0.923,0.278
0.457,0.329
0.718,0.431
0.315,0.396
0.135,0.460
0.807,0.567
0.026,0.449
0.805,0.492
0.821,0.965
0.392,0.285
0.833,0.177
0.233,0.854
0.677,0.643
0.906,0.968
0.241,0.382
0.745,0.530
0.437,0.159
0.875,0.087
0.573,0.694
0.888,0.108
0.121,0.067
0.644,0.618
0.602,0.876
0.689,0.585
0.195,0.453
0.302,0.577
0.396,0.138
0.321,0.942
0.878,0.964
0.064,0.449
0.239,0.556
0.737,0.940
0.789,0.686
0.136,0.964
0.644,0.564
0.479,0.890
0.367,0.353
0.445,0.547
0.268,0.656
0.930,0.174
0.873,0.075
0.693,0.382
0.034,0.079
0.617,0.218
0.184,0.101
0.917,0.031
0.093,0.297
0.578,0.611
0.640,0.295
0.366,0.252
0.959,0.204
0.549,0.707
0.301,0.982
0.281,0.506
0.268,0.139
0.968,0.847
0.243,0.510
0.695,0.878
0.243,0.377
0.391,0.746
0.945,0.687
0.320,0.179
0.931,0.360
0.465,0.481
0.698,0.867
0.569,0.278
0.567,0.373
0.250,0.271
0.710,0.285
0.875,0.295
0.590,0.165
0.503,0.558
0.113,0.104
0.675,0.202
0.577,0.985
0.034,0.858
0.842,0.786
0.729,0.090
0.632,0.264
0.064,0.930
0.402,0.467
0.363,0.107
0.170,0.164
0.507,0.788
0.496,0.018
0.596,0.143
0.900,0.962
0.033,0.366
0.119,0.523
0.006,0.550
0.793,0.994
0.583,0.627
0.145,0.727
0.586,0.949
0.981,0.661
1.000,0.420
0.683,0.481
0.789,0.330
0.538,0.661
0.328,0.592
0.342,0.116
0.382,0.947
0.970,0.281
0.126,0.111
0.845,0.969
0.973,0.856
0.911,0.170
0.494,0.375
0.632,0.695
0.327,0.372
0.571,0.675
0.870,0.265
0.483,0.455
0.668,0.192
0.875,0.754
0.823,0.719
0.319,0.874
0.750,0.541
0.380,0.322
0.899,0.242
0.883,0.345
0.636,0.795
0.897,0.407
0.565,0.166
0.231,0.926
0.908,0.761
0.475,0.530
0.469,0.196
0.080,0.193
0.642,0.358
0.479,0.013
0.676,0.184
0.537,0.893
0.780,0.456
0.062,0.882
0.611,0.000
0.312,0.742
0.553,0.934
0.155,0.654
0.225,0.360
0.393,0.601
0.605,0.861
0.459,0.758
0.009,0.413
0.258,0.031
0.068,0.215
0.494,0.907
0.240,0.615
0.355,0.882
0.070,0.717
0.293,0.055
0.397,0.820
0.825,0.587
0.894,0.329
0.281,0.008
0.059,0.230
0.374,0.351
0.228,0.300
0.247,0.449
0.661,0.080
0.460,1.000
0.640,0.816
0.003,0.123
0.529,0.721
0.945,0.967
0.732,0.216
0.935,0.392
0.693,0.631
0.871,0.411
0.702,0.818
0.234,0.389
0.596,0.518
0.839,0.564
0.523,0.680
0.099,0.823
0.145,0.065
0.267,0.794
0.604,0.884
0.240,0.206
0.431,0.721
0.298,0.057
0.755,0.707
0.542,0.748
0.284,0.989
0.514,0.553
0.715,0.317
0.540,0.102
0.805,0.525
0.983,0.505
0.322,0.970
0.473,0.994
0.873,0.551
0.941,0.188
0.119,0.419
0.117,0.773
0.908,0.850
0.710,0.753
0.409,0.237
0.934,0.725
0.671,0.991
0.562,0.537
0.018,0.354
0.763,0.329
0.086,0.371
0.101,0.676
0.867,0.755
0.891,0.928
0.482,0.735
0.457,0.141
0.828,0.580
0.253,0.836
0.233,0.320
0.593,0.663
0.334,0.522
0.815,0.024
0.973,0.097
0.597,0.330
0.343,0.349
0.142,0.244
0.876,0.749
0.212,0.103
0.868,0.849
0.306,0.156
0.772,0.072
0.008,0.298
0.906,0.785
0.474,0.193
0.036,0.935
0.397,0.772
0.208,0.996
0.462,0.224
0.821,0.570
0.490,0.445
0.349,0.441
0.940,0.242
0.317,0.712
0.273,0.899
0.996,0.490
0.422,0.456
0.980,0.889
0.831,0.186
0.821,0.949
0.465,0.788
0.122,0.311
0.278,0.386
0.259,0.257
0.002,0.468
0.975,0.000
0.150,0.085
0.709,0.039
0.348,0.925
0.480,0.463
0.454,0.446
0.827,0.963
0.693,0.256
0.443,0.629
0.375,0.300
0.901,0.364
0.322,0.246
0.318,0.041
0.347,0.996
0.260,0.964
0.760,0.143
0.835,0.658
0.584,0.343
0.687,0.210
0.657,0.272
0.855,0.251
0.687,0.112
0.770,0.820
0.019,0.937
0.878,0.376
0.173,0.038
0.573,0.075
0.581,0.882
0.518,0.779
0.580,0.982
0.999,0.306
0.439,0.129
0.777,0.014
0.457,0.091
0.612,0.541
0.342,0.435
0.649,0.416
0.649,0.399
0.899,0.720
0.458,0.545
0.201,0.158
0.838,0.673
0.178,0.891
0.985,0.383
0.401,0.835
0.440,0.506
0.723,0.664
0.006,0.421
0.854,0.898
0.307,0.329
0.284,0.570
0.180,0.956
0.731,0.888
0.389,0.075
0.629,0.223
0.742,0.804
0.981,0.308
0.003,0.377
0.302,0.211
0.426,0.812
